,Unnamed: 0,Name,Style,StyleID,ABV,IBU,Color,Simple_style,Style_color,Style_ibu
26186,41492,Wildflower saison,Saison,134,6.46,31.41,6.45,Pale Ale,2,5
41784,66826,Snake Dog (Kind of) Clone,American IPA,7,8.11,58.69,10.16,Pale Ale,2,5
18894,29541,Three Pigeons Porter,Robust Porter,129,6.06,38.71,34.47,Stout/Porter,5,4
33465,53352,Whiskey Dick,Wee Heavy,168,8.41,20.06,15.76,Strong Ale,3,3
14736,22857,Centennial blonde simple,Blonde Ale,30,4.07,19.45,2.87,Pale Lager/Blonde Ale,1,1
7602,11453,Daddy Don't Peach IPA,Double IPA,56,8.93,93.34,11.46,Pale Ale,2,5
11105,17096,Sour puss,American Pale Ale,10,4.53,30.0,8.96,Pale Ale,2,5
9564,14644,Brewdog Chaos Theory IPA,American IPA,7,6.82,72.24,15.0,Pale Ale,2,5
9576,14664,Wheatie,American Wheat or Rye Beer,15,5.86,18.91,6.0,Wheat,0,0
8439,12796,Way Out West (London ESB),Extra Special/Strong Bitter (ESB),68,5.69,38.35,12.28,Pale Ale,2,5
16213,25185,Westvleteren Blonde (Clone),Belgian Blond Ale,20,5.51,28.0,3.12,Pale Lager/Blonde Ale,1,1
20915,32842,Smash Volta,American Pale Ale,10,5.79,34.05,7.02,Pale Ale,2,5
41189,65833,Pale Lager No. 1,International Pale Lager,90,5.35,28.0,4.26,Pale Lager/Blonde Ale,1,1
12564,19383,American Ipa - Easter Passion,American Pale Ale,10,5.25,49.52,5.0,Pale Ale,2,5
36695,58513,Lucie Style (Mongrel II),Strong Bitter,159,5.38,44.63,11.55,Pale Ale,2,5
8471,12837,Chupacabra's Revenge (Mole Porter),Robust Porter,129,5.44,25.46,40.0,Stout/Porter,5,4
10331,15825,Northeast Coffee Citra Pale Ale,American Pale Ale,10,5.6,30.0,5.84,Pale Ale,2,5
19548,30609,My Best Bitter Wife - 10G,Extra Special/Strong Bitter (ESB),68,4.78,33.7,13.02,Pale Ale,2,5
26459,41927,Light lime,American Light Lager,9,5.23,8.0,2.96,Pale Lager/Blonde Ale,1,1
38713,61786,Barefoot Amarillo by Morning - DIY BrewHouse...,American Pale Ale,10,5.22,48.23,7.2,Pale Ale,2,5
44837,71908,Dreams of Bruges 3,Belgian Blond Ale,20,6.17,16.54,5.43,Pale Lager/Blonde Ale,1,1
18805,29407,Summer ipa,American IPA,7,6.91,69.8,11.43,Pale Ale,2,5
15056,23344,VS Rye Saison,Saison,134,6.99,30.0,5.0,Pale Ale,2,5
33970,54145,Smoky Stout,Sweet Stout,162,6.21,43.83,34.73,Stout/Porter,5,4
10497,16076,Santa's Beard Crumbs / Rum Raisin Barleywine...,American Barleywine,5,12.52,37.27,15.92,Strong Ale,3,3
28603,45418,Greg's Ultimate Porter,American Porter,11,5.79,50.4,24.19,Stout/Porter,5,4
10542,16159,IPA No. 2,American IPA,7,6.96,81.21,8.75,Pale Ale,2,5
29210,46380,London Ale (1820) (OG 1.085),London Brown Ale,101,8.67,244.65,12.0,Brown Ale,4,2
29983,47633,Zax ESB,Strong Bitter,159,5.61,33.53,12.81,Pale Ale,2,5
3155,4528,Awesome Recipe,Cream Ale,45,6.1,28.0,6.0,Pale Lager/Blonde Ale,1,1
30054,47760,Stigbergets West Coast IPA Clone,American IPA,7,8.25,32.71,9.32,Pale Ale,2,5
29772,47297,Blind Pig II,American IPA,7,5.75,65.03,5.59,Pale Ale,2,5
39968,63836,Thanksgiving Brown Ale,British Brown Ale,34,5.4,25.63,16.64,Brown Ale,4,2
37954,60544,Pecan Pie Porter 2,Robust Porter,129,9.78,29.64,41.35,Stout/Porter,5,4
28726,45616,El Dorado Pale,American Pale Ale,10,5.38,37.49,6.02,Pale Ale,2,5
33460,53341,Monument Light,Blonde Ale,30,4.59,28.0,4.32,Pale Lager/Blonde Ale,1,1
37526,59854,Sam Summer,American Wheat Beer,14,5.97,27.01,3.91,Wheat,0,0
9339,14229,Pale Blue Hop,American Pale Ale,10,5.13,52.0,8.94,Pale Ale,2,5
38841,61989,Pretzel PA,American IPA,7,6.52,77.06,7.37,Pale Ale,2,5
37073,59103,Hopping Mad 2,Best Bitter,28,4.45,66.56,5.0,Pale Ale,2,5
42225,67543,Laundry Water,American Wheat or Rye Beer,15,5.23,30.0,4.39,Wheat,0,0
36995,58989,IPA Aurora Cascade,American IPA,7,5.78,47.49,6.67,Pale Ale,2,5
43456,69645,Manuka Porter,American Porter,11,5.71,29.25,19.61,Stout/Porter,5,4
5559,8152,Ommegang Hennepin Clone w/ Honey,Belgian Blond Ale,20,6.4,28.0,4.16,Pale Lager/Blonde Ale,1,1
28964,46002,Tuborg Classic,Vienna Lager,167,5.15,24.81,5.98,Pale Lager/Blonde Ale,1,1
1500,2099,Amber Waves of Grain,American Amber Ale,4,5.7,39.75,15.0,Pale Ale,2,5
20457,32109,Under Dogs' IPA,Double IPA,56,6.47,90.0,5.0,Pale Ale,2,5
42321,67705,Knecht  weiss,Weissbier,169,5.15,18.47,5.91,Wheat,0,0
32502,51817,Control Center Lager,American Pale Ale,10,5.97,39.91,7.04,Pale Ale,2,5
33631,53618,Udderly Wrong IPA,American IPA,7,6.9,65.74,7.42,Pale Ale,2,5
33409,53251,Christmas v2,German Leichtbier,79,4.69,19.55,4.67,Pale Lager/Blonde Ale,1,1
11260,17359,Nutty Brown Ale - Newcastle Clone,Northern English Brown,113,4.01,24.31,25.67,Brown Ale,4,2
5780,8520,Ham Sam Barley Wine,American Barleywine,5,14.44,95.54,17.5,Strong Ale,3,3
1758,2464,2017-01-02 Saison de Resistance,Saison,134,6.94,38.79,6.03,Pale Ale,2,5
4801,6944,10 noviembre 2015,Czech Pale Lager,49,4.32,27.12,3.26,Pale Lager/Blonde Ale,1,1
10946,16812,SchuBrew IPA #2,American IPA,7,5.89,75.83,7.22,Pale Ale,2,5
45556,73091,Thunderstorm Ale,American Pale Ale,10,4.82,46.17,9.06,Pale Ale,2,5
37252,59400,Am IPA 75 L speidel II,American IPA,7,7.83,60.17,7.34,Pale Ale,2,5
8795,13353,My Yooper's Pale Ale,American Pale Ale,10,5.53,45.29,8.86,Pale Ale,2,5
21488,33791,Pompeiish,American IPA,7,5.64,40.22,7.3,Pale Ale,2,5
19964,31285,Portier V,English Porter,66,3.97,21.74,24.68,Stout/Porter,5,4
27896,44270,100 år,American IPA,7,6.23,97.68,7.94,Pale Ale,2,5
5821,8580,#22 Rye IPA,American IPA,7,5.83,51.18,9.05,Pale Ale,2,5
34491,54985,Mikkeller Stout clone,Dry Stout,58,4.94,38.98,33.02,Stout/Porter,5,4
3481,5002,Survik,Weizen/Weissbier,170,4.86,15.08,3.65,Wheat,0,0
18739,29307,Ty IPA,Imperial IPA,86,8.05,90.0,10.79,Pale Ale,2,5
3703,5324,Redo IPA,American IPA,7,5.86,42.2,9.13,Pale Ale,2,5
41853,66935,Cutting Corners,American IPA,7,5.9,41.87,5.0,Pale Ale,2,5
833,1133,Caramel Vanilla Cream Ale,Cream Ale,45,5.51,22.31,6.0,Pale Lager/Blonde Ale,1,1
19200,30041,Nøgne Ø Imperial Brown Ale - 17.5L,American Brown Ale,6,7.0,52.12,27.25,Brown Ale,4,2
1575,2215,The Red and the Black,American Amber Ale,4,9.56,73.21,15.0,Pale Ale,2,5
30824,49042,Hefeweizen - Contest,Weissbier,169,4.79,16.84,3.56,Wheat,0,0
34590,55153,Mr Nelson - batch 2,American IPA,7,6.63,64.08,11.38,Pale Ale,2,5
42217,67531,Traquair Clone BYO,Strong Scotch Ale,160,7.46,40.13,15.82,Strong Ale,3,3
41299,66012,Vanilla Latte Stout,Sweet Stout,162,4.46,30.01,40.22,Stout/Porter,5,4
21366,33573,Yellow Fizzy Beer,Cream Ale,45,5.32,18.47,2.9,Pale Lager/Blonde Ale,1,1
35291,56260,APA- Crystal 60,American Light Lager,9,5.07,14.79,6.0,Pale Lager/Blonde Ale,1,1
5341,7790,SMASH Motueka Pale Ale,American Pale Ale,10,5.52,30.0,5.0,Pale Ale,2,5
26763,42421,KamaCitra,American Pale Ale,10,4.47,34.1,6.92,Pale Ale,2,5
20459,32111,Barmy Bladdered Bitch (or  The Dog's Bollock...,Extra Special/Strong Bitter (ESB),68,5.31,54.97,15.0,Pale Ale,2,5
41507,66364,S-Wave,American IPA,7,6.26,30.0,7.21,Pale Ale,2,5
37882,60427,Franzis-Us 1,Weissbier,169,4.7,18.68,4.0,Wheat,0,0
45576,73128,ORCH American IPA,American IPA,7,5.92,69.02,5.0,Pale Ale,2,5
23540,37161,Dry Stout  chocolate flavoured,Dry Stout,58,5.62,33.3,35.66,Stout/Porter,5,4
38615,61629,Sunset wheat,American Wheat Beer,14,5.45,30.0,3.97,Wheat,0,0
43148,69148,Minicream,American Light Lager,9,3.9,14.28,2.79,Pale Lager/Blonde Ale,1,1
31062,49424,SS Session,American Pale Ale,10,4.93,51.69,5.85,Pale Ale,2,5
34153,54439,Czech it out,Czech Premium Pale Lager,50,5.1,28.0,6.0,Pale Lager/Blonde Ale,1,1
18853,29476,Mens Room Red,American Amber Ale,4,5.55,58.37,14.3,Pale Ale,2,5
3585,5156,Hamblen Farm Porter,Brown Porter,37,4.7,60.95,24.05,Stout/Porter,5,4
36334,57948,The Classic - American Lager,American Lager,8,4.97,17.26,3.07,Pale Lager/Blonde Ale,1,1
9419,14394,1776,British Strong Ale,36,6.51,38.55,18.13,Strong Ale,3,3
45863,73622,Wyeast Berliner,Berliner Weisse,27,3.63,4.6,2.63,Wheat,0,0
14014,21689,Devil's Fruit!!,American Pale Ale,10,5.44,42.44,11.59,Pale Ale,2,5
34734,55381,WSN IPA,American IPA,7,7.45,64.36,6.17,Pale Ale,2,5
41378,66144,Howling Bailiff Raspberry Cream Ale (HBR)...,Cream Ale,45,5.95,15.74,3.64,Pale Lager/Blonde Ale,1,1
16890,26287,65 - Stout,Oatmeal Stout,114,4.54,35.18,39.76,Stout/Porter,5,4
9771,14979,Kölsch Marco _ 2,Kölsch,94,4.66,28.0,2.99,Pale Lager/Blonde Ale,1,1
28517,45286,Guiness Drought - 1833 ed,Irish Stout,93,4.34,40.68,30.38,Stout/Porter,5,4
31835,50728,DeBADs Hood Rat Wheat Ale,American Pale Ale,10,6.9,30.0,6.0,Pale Ale,2,5
2960,4229,Brookhurst,Belgian Pale Ale,24,5.91,30.0,5.54,Pale Ale,2,5
20506,32190,Pearadox American Pale Ale,American Pale Ale,10,5.41,38.91,10.22,Pale Ale,2,5
7577,11405,Berserker,English Barleywine,63,11.58,97.59,14.59,Strong Ale,3,3
17377,27086,Aussie light,Blonde Ale,30,4.22,17.7,3.66,Pale Lager/Blonde Ale,1,1
17498,27273,La Cucuracha Tier 9,Premium American Lager,124,4.74,23.39,3.56,Pale Lager/Blonde Ale,1,1
9975,15281,Galaxy Red-X SMaSH,American IPA,7,6.07,56.56,14.96,Pale Ale,2,5
44358,71144,Saison 10 gallon blood orange,Saison,134,5.1,30.0,5.0,Pale Ale,2,5
3914,5657,Rye ESB,Strong Bitter,159,4.7,43.81,12.35,Pale Ale,2,5
44099,70722,Broken Chair IPA,American IPA,7,5.54,68.77,7.69,Pale Ale,2,5
1181,1642,16 Oatmeal Stout,Oatmeal Stout,114,5.13,28.62,38.63,Stout/Porter,5,4
6863,10259,Peanut Butter Jelly Time,Brown Porter,37,5.14,30.59,26.7,Stout/Porter,5,4
34361,54785,The Believer IIPA,Double IPA,56,8.34,47.26,8.54,Pale Ale,2,5
8111,12266,Simple pale ale,American Pale Ale,10,4.06,37.3,5.37,Pale Ale,2,5
7698,11605,BrewDog Punk IPA (Current),American IPA,7,5.59,90.0,7.5,Pale Ale,2,5
4428,6385,KaCow Beware,Oatmeal Stout,114,6.05,18.0,50.0,Stout/Porter,5,4
1433,2006,Licorice Stout,American Stout,12,7.8,45.88,41.23,Stout/Porter,5,4
30611,48668,Oktober Birthdayfest,Märzen,102,5.84,25.32,6.0,Pale Lager/Blonde Ale,1,1
45463,72929,Dog Days Inspired Pale Ale,American Pale Ale,10,3.61,30.0,7.56,Pale Ale,2,5
32377,51607,Slaktarns Pale Ale,American Pale Ale,10,4.66,90.0,8.45,Pale Ale,2,5
32895,52427,Bo-Ho-Ho,Czech Premium Pale Lager,50,4.92,28.0,3.87,Pale Lager/Blonde Ale,1,1
16420,25536,(2016-01-05) Dark Star Lager,Schwarzbier,135,5.33,28.24,25.13,Stout/Porter,5,4
3109,4448,The Lost Abbey Devotion Clone,Belgian Blond Ale,20,6.4,28.0,5.57,Pale Lager/Blonde Ale,1,1
42051,67253,Lucky 13 Grain,American IPA,7,7.18,93.06,15.0,Pale Ale,2,5
10865,16686,Refur IPA,American IPA,7,6.11,68.97,8.81,Pale Ale,2,5
37666,60080,Alaskan Amber,American Amber Ale,4,6.0,35.69,13.41,Pale Ale,2,5
2879,4118,Seymour Citra Gold,American Pale Ale,10,4.73,32.98,5.0,Pale Ale,2,5
10896,16729,Joe's Lemongrass Rye,American Pale Ale,10,5.43,51.69,7.36,Pale Ale,2,5
23403,36959,Charm,American Pale Ale,10,5.35,50.12,5.0,Pale Ale,2,5
38302,61117,WaKoMo NE IPA,American IPA,7,6.86,38.53,5.0,Pale Ale,2,5
45049,72249,PB Cup Porter,American Porter,11,6.39,48.25,50.0,Stout/Porter,5,4
43588,69870,Maple Whiskey Porter,American Light Lager,9,6.21,28.0,6.0,Pale Lager/Blonde Ale,1,1
26856,42557,Saison Nouveau,Saison,134,5.28,30.0,5.0,Pale Ale,2,5
29080,46186,Grandpa tribute #16,American Pale Ale,10,5.06,30.59,7.06,Pale Ale,2,5
1904,2685,IPA Jun/2016,English IPA,65,5.71,38.27,7.08,Pale Ale,2,5
11635,17938,Jawbreaker Wheat Pale Ale,American Wheat or Rye Beer,15,4.82,23.16,4.33,Wheat,0,0
1197,1664,Willamette SMaSH IPL,Classic American Pilsner,40,6.4,28.0,4.3,Pale Lager/Blonde Ale,1,1
42930,68774,Dibble me this,Belgian Dubbel,22,6.67,27.78,7.86,Strong Ale,3,3
7769,11714,ASL IPA,American IPA,7,5.77,69.14,8.58,Pale Ale,2,5
34472,54952,Blind Dog,American Pale Ale,10,5.37,38.43,13.57,Pale Ale,2,5
13203,20386,54 American Ale,American Pale Ale,10,5.64,43.51,6.87,Pale Ale,2,5
35024,55836,HuLK SMaSH,American Pale Ale,10,5.06,40.75,5.24,Pale Ale,2,5
33369,53193,Garbage man IPA,American IPA,7,8.47,81.25,6.23,Pale Ale,2,5
39023,62274,Yard Party IPA,American IPA,7,7.31,90.0,8.17,Pale Ale,2,5
26135,41414,FSM,American Pale Ale,10,6.09,59.63,5.0,Pale Ale,2,5
4699,6767,1 gallon wheat,American Wheat or Rye Beer,15,4.73,17.78,4.25,Wheat,0,0
25753,40816,C!tra,American IPA,7,8.24,90.0,9.65,Pale Ale,2,5
20691,32476,80 Bob,Scottish Export,136,6.0,21.64,20.97,Strong Ale,3,3
11578,17845,INDEPENDENCE IPA,American IPA,7,7.58,75.77,5.94,Pale Ale,2,5
40551,64792,Kilt Shot,Wee Heavy,168,9.26,34.41,21.57,Strong Ale,3,3
40467,64669,Xixi de Rena,Vienna Lager,167,6.2,28.0,6.0,Pale Lager/Blonde Ale,1,1
8825,13409,HedeHvede,Weizen/Weissbier,170,5.45,12.33,4.06,Wheat,0,0
3428,4919,New Castle 5 gal,British Brown Ale,34,5.41,22.03,24.15,Brown Ale,4,2
38834,61981,Bakke Brygg Oktoberfest/Märzen 20 l,Oktoberfest/Märzen,115,6.09,25.98,6.0,Pale Lager/Blonde Ale,1,1
42296,67663,Sangre de Cristo IPA,American IPA,7,5.84,56.33,12.0,Pale Ale,2,5
7326,11004,Wavendon Bitter,Standard/Ordinary Bitter,157,3.51,30.0,6.24,Pale Ale,2,5
8483,12857,Candee cream ale extract,Cream Ale,45,5.03,28.0,5.76,Pale Lager/Blonde Ale,1,1
36421,58088,Pale Ale - 50 Barrel,American Pale Ale,10,5.6,30.0,5.0,Pale Ale,2,5
27143,43028,More wibbly  more wobbly,American IPA,7,7.31,46.52,6.83,Pale Ale,2,5
19412,30390,Pitila,Bohemian Pilsener,31,5.02,28.0,3.98,Pale Lager/Blonde Ale,1,1
1182,1643,Hopville Conversion,American IPA,7,6.18,63.95,11.33,Pale Ale,2,5
28175,44712,Dougs Dark Ale,American Light Lager,9,4.14,28.0,6.0,Pale Lager/Blonde Ale,1,1
40923,65407,333 Wheat Beer,Witbier,175,4.84,23.08,3.43,Wheat,0,0
31902,50848,"Smitty's No.10 ""Belgian Pale Ale""",Belgian Pale Ale,24,5.31,30.0,10.99,Pale Ale,2,5
44005,70567,Curiosity TH,American IPA,7,7.22,83.94,5.49,Pale Ale,2,5
31648,50434,Westy coasty,Double IPA,56,8.52,90.49,5.6,Pale Ale,2,5
44695,71678,Ash Ryale,Blonde Ale,30,5.38,28.0,6.0,Pale Lager/Blonde Ale,1,1
42819,68558,Dark saison w/dried fruit,Saison,134,6.38,30.0,15.0,Pale Ale,2,5
21829,34358,Test Recipe #1588,American IPA,7,6.72,67.15,6.93,Pale Ale,2,5
2142,3037,Lady Sif,American IPA,7,3.72,36.61,9.47,Pale Ale,2,5
11052,17001,Test Pecan,Southern English Brown,143,4.29,20.79,16.13,Brown Ale,4,2
7215,10829,Bump House IPA,American IPA,7,7.57,94.5,10.15,Pale Ale,2,5
22775,35943,High Five,American Amber Ale,4,5.92,37.42,15.0,Pale Ale,2,5
12340,19037,Nenna Session IPA Lemon,American IPA,7,4.85,44.56,5.0,Pale Ale,2,5
35500,56632,Prueba Imperial Stout,Imperial Stout,87,8.97,61.04,35.44,Stout/Porter,5,4
16355,25422,Phat Bottom Honey Porter,Robust Porter,129,5.56,18.0,28.98,Stout/Porter,5,4
3850,5560,Abisko Pale Ale,American Pale Ale,10,5.03,36.63,7.97,Pale Ale,2,5
2847,4079,"Brew #007 - Blond ""HNK"" Ale 20L",Blonde Ale,30,4.55,22.09,5.29,Pale Lager/Blonde Ale,1,1
1147,1591,BATCH 6  - porter,Brown Porter,37,5.17,28.54,34.92,Stout/Porter,5,4
33432,53284,Northern German Pils,German Pils,80,5.4,21.56,3.09,Pale Lager/Blonde Ale,1,1
43812,70235,Stupid Dog Brown Ale,American Brown Ale,6,5.6,27.61,27.62,Brown Ale,4,2
28907,45919,Pale American,American Pale Ale,10,6.17,30.1,11.65,Pale Ale,2,5
18476,28882,Fuller's London Bitter,British Strong Ale,36,6.0,26.16,5.27,Strong Ale,3,3
26852,42553,Baby Takes Flight,American IPA,7,6.93,52.57,7.9,Pale Ale,2,5
6889,10292,Jeff's Guinness II,Dry Stout,58,4.23,51.3,37.76,Stout/Porter,5,4
27489,43600,Hop Diggity Rye PA,American IPA,7,5.48,90.0,8.66,Pale Ale,2,5
1251,1741,Citra Sunshine IPA,American IPA,7,7.33,90.0,6.08,Pale Ale,2,5
27979,44406,Tea beer,Best Bitter,28,6.64,30.0,12.97,Pale Ale,2,5
5281,7702,Golden Sour,Belgian Pale Ale,24,5.15,30.0,5.71,Pale Ale,2,5
33353,53175,Holly Hills IPA,American IPA,7,6.14,90.0,10.13,Pale Ale,2,5
44880,71982,Dusty's Oatmeal Stout,Oatmeal Stout,114,5.55,18.55,33.0,Stout/Porter,5,4
34478,54962,Nenna Simcoe IPA,American IPA,7,5.5,61.09,6.09,Pale Ale,2,5
39588,63218,Will Wheat,Witbier,175,5.04,26.83,3.59,Wheat,0,0
16050,24924,Pilsner Lager,Bohemian Pilsener,31,5.74,28.0,4.74,Pale Lager/Blonde Ale,1,1
16812,26166,Donker Sterk,Belgian Dark Strong Ale,21,8.32,22.6,16.36,Strong Ale,3,3
3480,5001,Praise the Sun IPA V4,American IPA,7,5.58,58.8,6.14,Pale Ale,2,5
45187,72460,Magnum SMaSH,Strong Bitter,159,5.34,30.0,6.99,Pale Ale,2,5
32189,51323,Boot Camp IPA,American IPA,7,5.58,81.07,6.66,Pale Ale,2,5
23251,36717,Honey Imperial Pale Ale,Imperial IPA,86,7.71,83.01,9.86,Pale Ale,2,5
37112,59180,U.P.  Buffalo Weisse (Exp 11),Weissbier,169,4.96,9.22,3.31,Wheat,0,0
37983,60591,Spiced Plum Porter v1,American Porter,11,5.32,62.67,33.14,Stout/Porter,5,4
27797,44124,The Phantom Grain,Classic American Pilsner,40,5.2,28.0,2.94,Pale Lager/Blonde Ale,1,1
2854,4087,Pop the Cork,American IPA,7,6.85,77.66,9.81,Pale Ale,2,5
45014,72196,Brand X IPA,American IPA,7,6.52,44.5,6.15,Pale Ale,2,5
29700,47169,Belgian triple,Belgian Tripel,26,9.93,31.67,6.55,Pale Ale,2,5
43418,69584,Hazy Vol 1,American IPA,7,5.9,80.45,5.6,Pale Ale,2,5
37432,59692,Paydirt,American Pale Ale,10,5.97,47.33,8.02,Pale Ale,2,5
37543,59884,SAM (Joe),American IPA,7,6.98,59.28,5.59,Pale Ale,2,5
17926,27967,FAM Saison v2,Saison,134,5.91,34.37,5.0,Pale Ale,2,5
43815,70239,Queen's Tangerine,American IPA,7,6.7,54.7,8.04,Pale Ale,2,5
20979,32950,Honey Pilsner,Classic American Pilsner,40,5.2,28.0,5.86,Pale Lager/Blonde Ale,1,1
27901,44277,Iron Alers 2016 winning entry,American Light Lager,9,6.09,28.0,6.0,Pale Lager/Blonde Ale,1,1
30536,48562,German/Czech pils,German Pils,80,5.73,19.51,4.06,Pale Lager/Blonde Ale,1,1
16875,26261,Bavarian Hefeweizen Micro BIAB,Weissbier,169,5.25,10.99,3.65,Wheat,0,0
19235,30105,I fought the lawn (and the lawn won),Standard/Ordinary Bitter,157,2.96,30.0,8.23,Pale Ale,2,5
16135,25060,Small batch centennial,American IPA,7,7.34,69.25,11.0,Pale Ale,2,5
15232,23610,Chocolate Vanilla Stout Recipe,Sweet Stout,162,6.64,27.04,47.86,Stout/Porter,5,4
30356,48271,Abre_A_Porter,American Porter,11,4.35,33.06,37.54,Stout/Porter,5,4
8087,12233,BIAB Lager in design,Standard American Lager,156,6.4,10.05,4.41,Pale Lager/Blonde Ale,1,1
41918,67040,Blue Ridge Helles,German Helles Exportbier,78,5.68,23.36,5.71,Pale Lager/Blonde Ale,1,1
8729,13247,Westy 12 Clone,Belgian Dark Strong Ale,21,6.0,51.45,11.7,Strong Ale,3,3
3451,4954,Bakke Brygg Jul 2017 20L,British Strong Ale,36,6.5,38.85,22.0,Strong Ale,3,3
2628,3742,Cherry hazelnut stout,Sweet Stout,162,5.96,58.76,50.0,Stout/Porter,5,4
31138,49553,Scaldy Porter Clone,American Porter,11,5.69,60.35,49.35,Stout/Porter,5,4
15785,24486,A Stronger Pale Ale,American Pale Ale,10,6.09,35.1,9.94,Pale Ale,2,5
14725,22839,Saison Windstreken,Saison,134,6.05,30.0,5.0,Pale Ale,2,5
42851,68618,Goblin porter,Robust Porter,129,4.89,42.86,45.31,Stout/Porter,5,4
12104,18670,Sierra Nevada Stout Modified Clone,American Stout,12,6.25,67.44,38.66,Stout/Porter,5,4
26320,41700,Experimental American Golden Ale with Rose P...,Blonde Ale,30,6.4,28.0,4.59,Pale Lager/Blonde Ale,1,1
2449,3469,Józsi Barát,Belgian Dark Strong Ale,21,9.65,40.41,22.0,Strong Ale,3,3
43653,69968,Bullet Hole Pale Ale,American Pale Ale,10,5.45,43.58,10.52,Pale Ale,2,5
19038,29777,Stout Me Up!,Oatmeal Stout,114,4.95,41.55,37.63,Stout/Porter,5,4
21052,33063,2016 - 6/19 - Elephants Trunk Southern Engli...,Southern English Brown,143,4.33,17.87,23.74,Brown Ale,4,2
10245,15693,Lc4 chinook dark cream ale,Cream Ale,45,5.4,17.07,6.0,Pale Lager/Blonde Ale,1,1
23146,36550,Jaffa Porter (216),Brown Porter,37,4.48,24.19,24.71,Stout/Porter,5,4
42091,67315,Svart som Natten 2017,Russian Imperial Stout,132,11.46,71.6,50.0,Stout/Porter,5,4
7272,10919,Ulriken DIPA 50L,Imperial IPA,86,8.46,90.0,8.38,Pale Ale,2,5
27612,43811,Leon Demon,Belgian Pale Ale,24,6.7,76.15,5.36,Pale Ale,2,5
20326,31890,New England IPA - NEIPA,American IPA,7,6.91,98.7,5.51,Pale Ale,2,5
3592,5165,Baseline NEIPA,American IPA,7,6.12,44.53,5.0,Pale Ale,2,5
14174,21956,Hancock County Blaster,American Amber Ale,4,5.81,71.42,15.0,Pale Ale,2,5
32216,51365,First Keg Brew - Cascade Pale Ale,American Pale Ale,10,5.93,62.73,8.91,Pale Ale,2,5
45518,73029,Andrew's Alpha,American IPA,7,5.44,56.17,6.13,Pale Ale,2,5
29143,46282,Tropicanal V2,American Pale Ale,10,6.46,44.63,8.61,Pale Ale,2,5
37762,60229,Glutenberg Blonde Clone,Blonde Ale,30,4.91,18.32,3.81,Pale Lager/Blonde Ale,1,1
2617,3721,Extract Citra IPA,American IPA,7,5.82,97.67,8.96,Pale Ale,2,5
18507,28931,Galaxy/Nelson IPA,American IPA,7,6.64,68.59,6.17,Pale Ale,2,5
20145,31604,Chrisy ale,American Pale Ale,10,5.35,90.0,5.95,Pale Ale,2,5
19044,29789,Bakke Brygg American Amber Ale 25 l,American Amber Ale,4,5.67,35.29,11.79,Pale Ale,2,5
20352,31929,CelebMo - IPA,American IPA,7,9.52,90.0,15.0,Pale Ale,2,5
28733,45629,Begium wheat ipa,Belgian Pale Ale,24,6.88,88.12,8.84,Pale Ale,2,5
17823,27789,Eurotrash,Belgian Blond Ale,20,4.51,28.0,5.98,Pale Lager/Blonde Ale,1,1
21856,34413,Naughty Blonde,Blonde Ale,30,6.42,28.0,6.0,Pale Lager/Blonde Ale,1,1
35254,56202,Belle Saison,Saison,134,5.29,30.91,5.0,Pale Ale,2,5
28195,44745,Lemon drop smash pa,American Pale Ale,10,5.51,38.05,5.99,Pale Ale,2,5
15080,23378,Saison YE,Saison,134,9.25,30.57,8.76,Pale Ale,2,5
33018,52628,Pale Nelson 2,American Pale Ale,10,5.06,51.61,8.49,Pale Ale,2,5
11474,17695,Pub,Strong Bitter,159,5.22,30.6,14.41,Pale Ale,2,5
40628,64935,Bakke Brygg Kaffestout 50 L,Foreign Extra Stout,72,7.36,55.13,40.0,Stout/Porter,5,4
30850,49079,B&W's Kölsch,German Pilsner (Pils),81,4.72,19.89,3.63,Pale Lager/Blonde Ale,1,1
9116,13884,20/20 Eye PA,American IPA,7,5.61,66.6,8.65,Pale Ale,2,5
40654,64985,California @photo_beer Original,American Lager,8,5.38,28.0,6.0,Pale Lager/Blonde Ale,1,1
44522,71414,Haystack Peach,American Pale Ale,10,4.38,31.85,6.69,Pale Ale,2,5
26151,41433,The Storm Has Arrive IPA,American IPA,7,6.61,61.87,5.0,Pale Ale,2,5
21229,33341,NWA 2.0,American Pale Ale,10,4.73,46.53,6.17,Pale Ale,2,5
15744,24422,Nøttebrunt,American Brown Ale,6,4.98,30.31,20.65,Brown Ale,4,2
40323,64433,B juleale 2016,American Brown Ale,6,6.5,39.15,19.56,Brown Ale,4,2
35209,56135,Nessie no.3,Scottish Export,136,6.0,28.85,20.95,Strong Ale,3,3
26653,42240,Red Oak Clone,Vienna Lager,167,5.04,28.0,6.0,Pale Lager/Blonde Ale,1,1
28950,45980,Nino Brown,American Brown Ale,6,5.57,59.05,19.35,Brown Ale,4,2
26781,42449,TBC 12 03 2016,English IPA,65,6.0,41.54,9.35,Pale Ale,2,5
3256,4682,Gunfire,Southern English Brown,143,3.39,89.06,31.6,Brown Ale,4,2
20066,31472,Mocha Maple Porter,American Porter,11,5.92,35.15,37.55,Stout/Porter,5,4
21671,34087,Summer baby saison,Saison,134,5.64,30.0,6.1,Pale Ale,2,5
8586,13014,STRONG ALE 2,English Barleywine,63,10.43,100.0,15.8,Strong Ale,3,3
